customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4299-TSPKH,Female,0,Yes,No,34,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,59.4,1842.47,No
2666-GNBJS,Female,0,No,Yes,56,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,62.19,3301.7,No
9821-IPMJY,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,82.59,5671.56,No
3826-WOPHJ,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.05,1242.28,No
3224-ONAPJ,Female,0,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.01,234.62,Yes
2524-IRKPB,Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.9,477.32,Yes
5571-IOBAJ,Female,1,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.85,1317.22,Yes
1674-VAOFL,Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),82.11,2399.32,No
7203-AHEQH,Female,0,Yes,No,7,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,84.96,528.84,Yes
8918-XWCRG,Female,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,95.38,5976.28,Yes
4531-YCWNX,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.06,7026.39,No
1576-KCQNF,Male,0,No,No,64,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),94.47,5710.85,No
7547-BOLQA,Female,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,789.48,No
3580-QMUZU,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),98.06,185.17,No
4957-SYMAT,Female,1,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.82,935.83,No
8798-QICKL,Male,1,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),92.61,501.87,Yes
9800-YKVDG,Male,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.37,1369.94,No
4967-HAXVD,Female,1,No,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,103.38,4550.29,Yes
7235-KWDTP,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,115.73,5854.85,Yes
6570-ZGLGW,Male,0,No,No,55,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,69.77,3715.41,No
6997-IIBMM,Female,0,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,323.41,No
6638-XLQBM,Male,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.43,1172.77,No
1703-JLEIW,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.33, ,No
7864-MEPZK,Female,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),90.07,4722.69,No
5482-COGGF,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.99,37.24,Yes
2646-RVHQT,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.13,199.77,Yes
0097-WJQRT,Male,0,No,Yes,14,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,53.96,746.06,No
0277-HFFUI,Female,1,No,No,71,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),67.87,4611.25,No
3960-OIGJP,Female,0,Yes,Yes,7,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.79,674.7,No
8615-ZLKTC,Male,0,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.93,2494.05,No
1575-YERPH,Female,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.68,750.6,No
8935-KJXYL,Female,1,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0, ,No
4534-WIZPV,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.18,152.89,Yes
5732-NGERB,Male,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),111.1,5128.26,No
5705-LBRGZ,Female,0,No,No,5,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),62.56,297.34,No
0567-GVYCF,Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.12,192.49,No
3100-JCTRM,Female,1,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.1,1456.1,No
0369-KFFIO,Male,0,Yes,Yes,42,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.76,3194.94,Yes
1340-HHVLU,Female,0,No,No,0,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,61.59,61.59,No
7221-USSOF,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,889.9,No
7136-QQLMJ,Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.76,1308.38,No
6600-DUETX,Female,1,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.15,863.7,No
6869-QGAGZ,Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),97.23,4512.28,No
7823-DYMWS,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,110.28,1124.21,Yes
9467-PALBG,Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.56,625.39,No
1681-GDKBP,Female,0,No,Yes,15,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.24,1520.31,No
6404-LSGFH,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),91.59,4996.01,Yes
4187-FZGYG,Female,1,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),84.76,1985.51,No
2561-SDZFQ,Male,1,No,No,44,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.9,2987.49,Yes
8468-YAASF,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.35,2108.93,No
1900-METAT,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,86.15,No
2180-WNDEZ,Male,1,No,No,65,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.56,6398.72,Yes
4058-BWVED,Female,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.59,104.59,Yes
3534-MVEWY,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),107.28,422.86,No
9663-ANXDQ,Female,0,Yes,No,5,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.87,322.48,Yes
4737-XCYSA,Male,0,Yes,No,34,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,71.42,2285.58,No
1591-VNQMA,Female,0,No,No,2,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),92.1,92.1,No
4987-COSQC,Male,0,No,No,53,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,83.83,4191.8,Yes
0704-YWTKY,Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,81.02,4172.54,No
8199-KFDXL,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.69,3742.02,No
6698-MEFAF,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.46,3235.01,No
1587-YOZHS,Female,1,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.52,4775.12,No
7555-CJAND,Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,403.74,Yes
9591-GGKDT,Male,1,Yes,Yes,38,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),92.32,3281.45,Yes
0189-XXIWI,Male,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.44,1369.63,No
9152-KFCXK,Male,1,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.8,1361.91,No
3958-RRGOR,Male,0,No,No,62,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,80.95,4787.36,No
1387-BHTBK,Female,1,Yes,Yes,43,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.61,4358.76,Yes
9659-EKABX,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.91,19.91,No
0214-TWUXD,Male,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.22,1432.7,No
5310-AXNDE,Female,1,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.81,133.19,Yes
7677-VZBPF,Female,0,No,Yes,64,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.24,6499.49,Yes
0022-KEQZV,Male,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.41,1379.55,No
6923-JJNLO,Male,0,Yes,No,5,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,75.58,439.13,No
9992-AXZJB,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,104.82,7207.11,No
0766-TIVBN,Female,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),81.82,1970.34,Yes
0083-USDHM,Female,0,Yes,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.72,894.72,No
3885-RLJKG,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,147.34,Yes
8526-PEPAS,Male,0,No,No,51,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),118.41,5774.54,Yes
4625-EQZVH,Male,0,No,No,40,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,51.92,1998.63,No
0131-KYJXX,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,1215.83,No
3438-MRXBP,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.03,4969.81,Yes
0928-CYGJA,Female,1,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.26,1108.72,Yes
9482-YEIZV,Female,1,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.1,1468.71,No
8667-WLYIF,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),100.61,5848.4,Yes
6180-ASFEB,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),77.15,1310.86,No
8933-UOHZD,Female,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.74,494.21,Yes
4352-HFJER,Female,0,Yes,No,47,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,81.23,3620.34,Yes
9961-AGUAO,Female,1,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.22,1086.61,No
3396-IBNPA,Male,0,No,No,55,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.51,5194.15,No
1695-TAMAE,Male,0,Yes,Yes,36,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,74.25,2545.6,No
0600-BMNKJ,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.47,2174.1,No
2089-HUMRE,Female,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.47,944.2,No
5038-BEADD,Female,0,No,No,5,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.58,477.12,Yes
5982-IVWLJ,Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.56,19.56,No
1955-RBBJP,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,96.78,1094.62,No
0471-MOULH,Male,0,No,No,15,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.58,1235.71,Yes
9412-OFKUK,Female,1,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.8,3894.9,No
3341-YRJBZ,Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,71.3,1242.58,No
8296-DFNDZ,Male,1,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),95.28,436.44,Yes
6022-QFKPY,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.16,5315.84,No
7697-VYSZJ,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.7,20.7,Yes
8368-BBPIM,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.92,233.68,No
2845-BHIPB,Male,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,63.78,102.41,No
5579-EIAIJ,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),125.68,4557.48,Yes
6329-OKNFL,Male,0,Yes,No,58,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,91.71,5049.14,No
0218-CRTON,Female,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.77,252.48,No
1059-HJZRY,Female,0,No,Yes,4,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),77.63,327.17,No
2772-CLVQD,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),76.71,1272.07,Yes
0284-LEKTC,Female,0,No,No,9,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,83.6,739.59,Yes
4373-LHFOL,Male,0,No,Yes,6,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,93.54,562.56,Yes
4333-KMIDL,Female,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,105.55,696.96,No
8959-MGZSX,Male,1,Yes,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.64,168.25,No
2094-BJVMZ,Male,0,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,99.47,311.44,Yes
8030-QXMOP,Female,1,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.18,2815.27,No
1073-CLTPN,Female,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.83,1066.68,No
4002-VALOR,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,86.19,4511.47,No
6063-JNFNX,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),96.08,4590.61,No
8583-VXYSB,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),73.04,274.33,No
5307-YNIBY,Female,0,No,Yes,71,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.4,4508.99,No
6468-HPVPM,Female,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.41,3497.17,Yes
3052-FVNDR,Male,1,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.18,1670.6,Yes
8129-QGOAY,Male,0,No,Yes,35,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,78.38,2533.32,No
0462-YXOCO,Male,1,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,121.28,8251.49,No
4634-CIZIG,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30.48,1315.88,No
9166-UPIMS,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),116.12,4682.05,Yes
3053-ARSIM,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,85.81,5517.59,Yes
7630-XDSIJ,Female,1,No,No,7,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.75,507.22,Yes
3381-LPETY,Female,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),107.73,1128.67,No
4881-YCTQN,Female,0,Yes,No,62,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,73.85,4420.62,No
0087-EEICS,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.72,2001.03,No
6851-PABNN,Male,0,No,Yes,41,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,61.8,2483.03,No
0998-POZOL,Male,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.34,184.43,No
7627-BBJCW,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,84.12,914.68,Yes
0763-NUJAD,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.38,115.79,No
0090-GWTOM,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,92.9,566.99,No
1277-KVOJI,Male,0,Yes,No,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,89.68,4723.29,No
8300-LJERO,Female,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,77.02,691.07,Yes
5605-HLUNL,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,84.73,143.86,No
6953-OGZIJ,Male,0,Yes,No,9,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.3,761.01,No
9646-CRKOU,Female,0,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,91.82,2349.93,Yes
